Number,Latitude,Longitude,Name,Type
14493,53.156784,-3.506964,Moel Fechan,MOUTAIN
14494,53.069064,-3.11034,Plas-gwyn Mountain,MOUTAIN
14495,52.754637,-3.423549,Boncyn Celyn,MOUTAIN
14496,52.740879,-3.314726,Moel Llaethbwlch,MOUTAIN
14497,53.114486,-3.202846,Pen Llanerch,MOUTAIN
14498,52.95049,-3.511705,Cefn Caer-Euni,MOUTAIN
14499,52.949773,-3.545811,Pen Coed-y-Bedo,MOUTAIN
14500,52.920084,-3.877021,Pen Llyn Hiraethlyn,MOUTAIN
14501,52.719922,-3.471598,Ffridd Cae-penfras,MOUTAIN
14502,52.784578,-3.27964,Mynydd Pen y Ffridd,MOUTAIN
14503,53.119598,-3.415659,Foel Ganol,MOUTAIN
14504,52.990832,-3.245563,Graig-ddu,MOUTAIN
14505,52.95951,-3.48942,Caer Eini,MOUTAIN
14506,53.141932,-3.183145,Moel Findeg,MOUTAIN
14507,53.055984,-3.809805,Iwerddon,MOUTAIN
14508,53.267525,-3.902221,Foel Lus,MOUTAIN
14509,52.905571,-3.642934,Moel y Garnedd,MOUTAIN
14510,52.706322,-3.478651,Pen Boncyn Cerniau,MOUTAIN
14511,53.187348,-3.614772,Pen y Mwdwl,MOUTAIN
14512,52.771617,-3.463682,Moel y Belan,MOUTAIN
14513,53.199191,-3.60324,Moel Emwnt,MOUTAIN
14514,53.04279,-3.404072,Cefn Mawr,MOUTAIN
14515,52.915356,-3.89169,Pen Dolbelydr,MOUTAIN
14516,53.138322,-4.118426,Foel Gron,MOUTAIN
14517,53.077055,-3.120995,Pen Tan y Bryn,MOUTAIN
14518,53.133256,-3.196688,Burley Hill,MOUTAIN
14519,52.80313,-3.273376,Allt Tair Ffynnon,MOUTAIN
14520,53.24124,-3.745681,Cefn Du,MOUTAIN
14521,52.933065,-3.576194,Maes y Fedw,MOUTAIN
14522,52.79989,-3.30676,Llechwedd Llwyd,MOUTAIN
14523,52.749164,-3.288099,Allt Goch,MOUTAIN
14524,52.63384,-3.95341,Foel Fawr,MOUTAIN
14525,52.997613,-3.936039,Garreg Ddu,MOUTAIN
14526,52.89288,-3.584479,Mynydd Cefn-ddwy-graig,MOUTAIN
14527,52.741772,-3.35675,Bryn,MOUTAIN
14528,53.064576,-4.243601,Mynydd y Cilgwyn,MOUTAIN
14529,53.018685,-3.447075,Pen Hafoty-foel,MOUTAIN
14530,52.580356,-3.998839,Bryn Dinas,MOUTAIN
14531,52.74002,-3.445612,Yr Allt Boeth,MOUTAIN
14532,52.79086,-3.224494,Llys Hill,MOUTAIN
14533,53.129671,-3.413817,Ffridd Fawr,MOUTAIN
14534,52.745651,-3.819686,Y Foel,MOUTAIN
14535,53.095776,-4.210391,Moel Smytho,MOUTAIN
14536,53.021717,-3.425274,Moel Clegyr,MOUTAIN
14537,53.011155,-3.323299,Moel Truan,MOUTAIN
14538,52.747796,-3.430971,Ffridd Bryn-gogledd,MOUTAIN
14539,52.690366,-3.729541,Foel y Ffridd,MOUTAIN
14540,52.722424,-3.668316,Cytir,MOUTAIN
14541,53.223898,-3.7641,Moel Gyffylog,MOUTAIN
14542,52.969587,-3.190495,Barber's Hill,MOUTAIN
14543,53.222263,-3.724037,Cloliau,MOUTAIN
14544,52.722581,-3.474649,Ffridd Cae-penfras NW Top,MOUTAIN
14545,52.87504,-3.704189,Y Lordship,MOUTAIN
14546,53.031036,-4.069763,Dinas Hill,MOUTAIN
14547,53.146897,-3.177345,Bryngwyn,MOUTAIN
14548,52.975377,-3.212696,Pen-y-Vivod,MOUTAIN
14549,52.644739,-3.77504,Mynydd Crwper,MOUTAIN
14550,52.794141,-3.340996,Cefn Lle-oer,MOUTAIN
14551,53.122035,-3.835068,Mynydd Bwlchyrhaearn,MOUTAIN
14552,52.841301,-3.670761,Garth Fawr,MOUTAIN
14553,52.917376,-3.634457,Pen Ty-nant,MOUTAIN
14554,53.219959,-3.73726,Pen Ty'n-y-llyn,MOUTAIN
14555,52.727156,-3.343146,Pen y Farchwel,MOUTAIN
14556,53.023801,-3.364122,Mynydd Llanelidan,MOUTAIN
14557,52.926141,-3.537858,Lily's Wood,MOUTAIN
14558,52.698401,-3.423538,Ffridd,MOUTAIN
14559,52.782315,-3.239615,Mynydd Tyn y Pistyll,MOUTAIN
14560,53.081437,-3.758,Pen y Rhiwlas,MOUTAIN
14561,52.738939,-3.306337,Moel Llaethbwlch East Top,MOUTAIN
14562,52.911477,-3.909367,Craig y Tan,MOUTAIN
14563,53.107497,-3.850811,Pen Tyn-llwyn,MOUTAIN
14564,53.137169,-4.130121,Pen y Bigil,MOUTAIN
14565,53.231568,-3.690804,Mynydd Branar,MOUTAIN
14566,52.597975,-3.947384,Ffridd Esgairweddan,MOUTAIN
14567,52.782781,-3.247486,Mynydd Tyn y Pistyll West Top,MOUTAIN
14568,52.745434,-3.3367,Cefn-llwyni,MOUTAIN
14569,52.977272,-3.4788,Gob,MOUTAIN
14570,52.83123,-3.867249,Hafod-fraith,MOUTAIN
14571,52.77411,-3.897419,Bryniau Glo,MOUTAIN
14572,53.130725,-3.838757,Pen y Drum,MOUTAIN
14573,53.014259,-4.080066,Grib Ddu,MOUTAIN
14574,53.162905,-3.627317,Moel-Wilym,MOUTAIN
14575,53.047481,-3.24266,Pen Nant y Garth,MOUTAIN
14576,52.998885,-3.444445,Craig Arthbry,MOUTAIN
14577,52.987224,-4.400967,Pen-llechog,MOUTAIN
14578,53.229899,-3.746053,Fron Gynnen,MOUTAIN
14579,52.934219,-3.523533,Pen Parc y Derwgoed,MOUTAIN
14580,53.032214,-3.372097,Moel Ty-newydd,MOUTAIN
14581,52.71417,-3.676618,Cefn Coch,MOUTAIN
14582,53.208721,-3.583045,Cefn Treflech,MOUTAIN
14583,53.115793,-3.861834,Pen Llyn Bychan,MOUTAIN
14584,53.227076,-3.625324,Mynydd Dir,MOUTAIN
14585,52.759833,-3.308021,Cefn Llwyni,MOUTAIN
14586,52.713882,-3.96412,Cefn yr Owen,MOUTAIN
14587,52.637127,-3.802812,Mynydd Pant-coch,MOUTAIN
14588,52.722813,-3.288108,Pen y Rhos-fawr,MOUTAIN
14589,52.86089,-4.083921,Foel Senigl,MOUTAIN
14590,52.762664,-3.961127,Clogau,MOUTAIN
14591,53.006367,-4.093905,Craig y Llan,MOUTAIN
14592,52.736301,-3.943679,Dol Gledr,MOUTAIN
14593,52.9728,-3.471172,Pen y Bryn,MOUTAIN
14594,52.591565,-3.954482,Braich Ddu,MOUTAIN
14595,52.740966,-3.375256,Moel y God,MOUTAIN
14596,53.173174,-3.727953,Moel Wenlli,MOUTAIN
14597,53.203015,-3.667879,Tre-pys-Llygod West Top,MOUTAIN
14598,52.940997,-3.517997,Garth,MOUTAIN
14599,53.190154,-3.629944,Ffrith Bedwyn,MOUTAIN
14600,52.656772,-3.751871,Ffridd y Glyn,MOUTAIN
14601,52.734824,-3.223589,Moel y Main,MOUTAIN
14602,52.732591,-3.669007,Tarren Fach,MOUTAIN
14603,52.9205,-3.533315,Ffridd Ddu,MOUTAIN
14604,52.730477,-3.386596,Ffridd Llwydiarth,MOUTAIN
14605,53.21541,-3.285765,Bryn Golau,MOUTAIN
14606,53.154164,-3.751652,Pen Henffrith,MOUTAIN
14607,52.894932,-3.632126,Bryn-moel-uchaf,MOUTAIN
14608,53.111408,-3.817448,Pen Coedmawr,MOUTAIN
14609,52.908899,-3.616346,Bronydd Fron-feuno,MOUTAIN
14610,52.842011,-3.257424,Moel Lloran,MOUTAIN
14611,52.701256,-4.008223,Craigymerwydd,MOUTAIN
14612,52.878137,-3.676076,Bryn-coch,MOUTAIN
14613,53.238254,-3.206523,Halkyn Mountain,MOUTAIN
14614,53.058629,-4.155345,Bryn Gwyn,MOUTAIN
14615,53.028812,-3.428409,Garth y Wig,MOUTAIN
14616,52.828906,-3.215525,Craig Fawr,MOUTAIN
14617,52.766703,-3.879944,Foel Faner,MOUTAIN
14618,53.144633,-3.832969,Grinllwm,MOUTAIN
14619,52.710751,-3.381233,Allt Dolanog,MOUTAIN
14620,53.222754,-3.589141,Mynydd Bodran,MOUTAIN
14621,53.229329,-3.989405,Pen y Cydgoed,MOUTAIN
14622,52.977839,-4.18041,Moel Isallt,MOUTAIN
14623,53.159166,-3.180343,Gwernymynydd,MOUTAIN
14624,52.774565,-3.254035,Grave Hill,MOUTAIN
14625,53.051606,-3.917049,Clogwyn Dolwyddelan,MOUTAIN
14626,359324,53.123098,Pen-y-garth,MOUTAIN
14627,52.633757,-3.787896,Bryn Mawr,MOUTAIN
14628,53.238009,-3.591205,Mynydd Bodrochwyn,MOUTAIN
14629,52.881707,-4.550191,Garn Bach,MOUTAIN
14630,53.078079,-3.834619,Allt y Coed,MOUTAIN
14631,53.232388,-3.540056,Mynydd y Gaer,MOUTAIN
14632,53.072103,-3.073103,Pen-rhos,MOUTAIN
14633,52.960244,-4.005317,Pen Llyn y Garnedd,MOUTAIN
14634,53.158818,-3.1971,Cefn Mawr,MOUTAIN
14635,52.652454,-3.739872,Cefn Llwyd,MOUTAIN
14636,52.733119,-3.264418,Peniarth-isaf,MOUTAIN
14637,52.648594,-4.038331,Foel Tyr-gawen,MOUTAIN
14638,52.706939,-3.983659,Pen Llynnau Cregennen,MOUTAIN
14639,53.037991,-4.135712,Moelfryn,MOUTAIN
14640,52.608057,-3.879893,Foel Goch,MOUTAIN
14641,53.089791,-3.364724,Pen Coed y Fron-wyllt uchaf,MOUTAIN
14642,52.949929,-4.148759,Y Fedw,MOUTAIN
14643,52.925029,-3.960546,Craig Gyfynys,MOUTAIN
14644,52.765547,-3.25674,Brynelltyn,MOUTAIN
14645,52.913277,-4.01802,Yr Onen,MOUTAIN
14646,52.948386,-4.168508,Craig y Gesail,MOUTAIN
14647,52.962539,-3.975644,Moel Dduallt,MOUTAIN
14648,53.120741,-3.808042,Parc Uchaf Gwydyr,MOUTAIN
14649,52.814374,-3.229957,Gravel Hill,MOUTAIN
14650,52.770963,-3.869116,Fedw Felen,MOUTAIN
14651,52.635946,-3.988973,Pen Rhiwerfa,MOUTAIN
14652,53.244302,-3.357247,Cefn Du,MOUTAIN
14653,52.795338,-3.862744,Cefn Ffridd-goch,MOUTAIN
14654,52.975235,-3.245516,Pen y Garth,MOUTAIN
14655,53.292504,-3.406156,Y Foel,MOUTAIN
14656,52.712026,-3.301091,Pen y Garth,MOUTAIN
14657,52.728099,-4.048466,Garn,MOUTAIN
14658,52.736803,-3.254431,Cefn Goleu,MOUTAIN
14659,53.077569,-3.809218,Mynydd-bychan,MOUTAIN
14660,52.98641,-4.20319,Y Foel,MOUTAIN
14661,52.639436,-3.768914,Foel,MOUTAIN
14662,52.557108,-4.025236,Foel Lwyd,MOUTAIN
14663,52.640086,-4.000955,Birds' Rock,MOUTAIN
14664,52.693602,-3.491428,Foel,MOUTAIN
14665,53.271704,-3.240696,Pen y Ball,MOUTAIN
14666,53.071775,-3.776134,Dinas Mawr,MOUTAIN
14667,53.102372,-3.365122,Tyddyn-Roger,MOUTAIN
14668,52.937039,-4.49366,Carreglefain South Top,MOUTAIN
14669,52.901994,-3.561239,Garth Rhiwaedog,MOUTAIN
14670,52.569478,-3.982687,Mynydd-y-Llyn,MOUTAIN
14671,53.161653,-3.586883,Pen Gwern-llifion,MOUTAIN
14672,53.105814,-3.822291,Bryn Tanycastell,MOUTAIN
14673,52.622713,-3.862793,Foel Eirin,MOUTAIN
14674,52.719836,-3.326495,The Voel,MOUTAIN
14675,53.090509,-3.785866,Mynydd Garthmyn,MOUTAIN
14676,53.31051,-3.37218,Gop Hill,MOUTAIN
14677,52.750731,-3.211863,Bryngwyn SW Top,MOUTAIN
14678,52.925778,-4.023065,Moel Tecwyn,MOUTAIN
14679,52.956801,-3.996225,Y Garnedd,MOUTAIN
14680,52.874772,-3.659601,Bryniau,MOUTAIN
14681,53.294287,-3.301366,Coed y Garreg,MOUTAIN
14682,52.686136,-3.440872,Pen-y-parc,MOUTAIN
14683,52.802386,-3.871947,Bryn Coch,MOUTAIN
14684,52.924778,-4.028969,Moel Tecwyn West Top,MOUTAIN
14685,52.578594,-3.97752,Pen Pant-yr-on,MOUTAIN
14686,53.037945,-4.03577,Craigeryr,MOUTAIN
14687,53.284215,-3.87869,Penmaen-bach,MOUTAIN
14688,52.689571,-3.378843,Moel Drehaearn,MOUTAIN
14689,53.187601,-3.21517,Pen Coed Du,MOUTAIN
14690,53.28263,-3.861699,Mynydd y Dref [Conwy Mountain],MOUTAIN
14691,52.815234,-4.631086,Bryn Tirion,MOUTAIN
14692,52.982771,-3.948263,Cefn Trwsgl,MOUTAIN
14693,52.975165,-4.393938,Moelfre,MOUTAIN
14694,52.698575,-3.377647,Brynglocsen,MOUTAIN
14695,53.094214,-3.778552,Pen Pentre-bach,MOUTAIN
14696,53.289247,-3.393357,Marian Ffrith,MOUTAIN
14697,52.802269,-3.879359,Bryn Merllyn,MOUTAIN
14698,52.962958,-4.108186,Goed Gorllwyn,MOUTAIN
14699,52.999615,-3.362003,Foel Fodig,MOUTAIN
14700,52.835349,-3.20086,Cefn-y-braich,MOUTAIN
14701,52.927004,-4.003781,Pen Cae'n-y-coed,MOUTAIN
14702,52.942342,-4.501467,Gwylwyr,MOUTAIN
14703,52.952223,-4.471412,Moel Gwynus,MOUTAIN
14704,53.202522,-3.809986,Pen-Or,MOUTAIN
14705,52.948262,-4.022625,Y Gysgfa,MOUTAIN
14706,52.65869,-3.327599,Moel Neuaddlwyd,MOUTAIN
14707,52.642544,-4.006049,Birds' Rock NW Top,MOUTAIN
14708,52.793261,-3.880454,Mynydd Pen-rhos,MOUTAIN
14709,52.662433,-3.314405,Bryn,MOUTAIN
14710,53.275943,-3.297674,Pen-y-gelli,MOUTAIN
14711,52.814648,-3.203256,The Warren,MOUTAIN
14712,53.224887,-3.563754,Fron Fawr,MOUTAIN
14713,52.873967,-4.529926,Carn Saethon,MOUTAIN
14714,53.310539,-3.353119,Bryn-yr-odyn,MOUTAIN
14715,52.951224,-4.350269,Garn Bentyrch,MOUTAIN
14716,52.818897,-3.175005,Allt Goch,MOUTAIN
14717,52.812116,-3.186865,Cefn y Coed,MOUTAIN
14718,52.932892,-3.974293,Penyglannau,MOUTAIN
14719,52.941938,-3.416281,Pen Ty'n-y-coed,MOUTAIN
14720,52.66578,-3.336687,Garth-lwyd,MOUTAIN
14721,52.82019,-3.188569,Coed y Golfa,MOUTAIN
14722,52.745279,-4.010247,Ffridd Goetre-isaf,MOUTAIN
14723,52.995557,-4.290088,Y Foel,MOUTAIN
14724,52.691225,-3.31231,Ffridd Mathrafal,MOUTAIN
14725,52.946625,-4.484193,Moel Ty-gwyn,MOUTAIN
14726,52.630382,-3.999064,Pen Coed-y-gof,MOUTAIN
14727,52.784474,-3.163871,Winllan Hill,MOUTAIN
14728,53.070344,-3.039984,Cefn,MOUTAIN
14729,52.955373,-4.027423,Moel y Llys,MOUTAIN
14730,52.732571,-3.963746,Coed y Gribin,MOUTAIN
14731,53.145685,-3.406768,Pen-y-cae,MOUTAIN
14732,52.575099,-3.971459,Pen Pant-yr-on South Top,MOUTAIN
14733,52.747681,-3.245854,Pen Glan-y-llyn,MOUTAIN
14734,52.675996,-3.307416,Penpentre,MOUTAIN
14735,53.185429,-3.810762,Cadair Ifan Goch,MOUTAIN
14736,52.88971,-4.540135,Moel Caerau,MOUTAIN
14737,53.227178,-3.357065,Moel-y-Gaer,MOUTAIN
14738,53.194109,-3.164733,Bryn-eithin,MOUTAIN
14739,53.093251,-3.320844,Graig Lom,MOUTAIN
14740,52.920261,-4.030245,Pen Llandecwyn,MOUTAIN
14741,53.273481,-3.866086,Cogwrn,MOUTAIN
14742,52.643576,-3.732129,Pen Coed-Dolfonddu,MOUTAIN
14743,53.074148,-3.313512,Craig-adwy-wynt,MOUTAIN
14744,52.566212,-3.965159,Pant Eidal,MOUTAIN
14745,52.962737,-3.963741,Clogwyn y Geifr,MOUTAIN
14746,52.981397,-3.175403,Llwyn Twr,MOUTAIN
14747,52.671122,-3.341287,Pen-y-bryn,MOUTAIN
14748,52.771701,-3.1828,Y Ffridd,MOUTAIN
14749,53.073145,-3.804554,Clogwyn-brith,MOUTAIN
14750,52.762699,-3.184038,Long Hill,MOUTAIN
14751,52.672515,-3.296959,Pen Ffordd Banwy,MOUTAIN
14752,53.137368,-3.1121,Pen Celyn,MOUTAIN
14753,52.857902,-4.528501,Mynytho Common,MOUTAIN
14754,53.268936,-3.563862,The Warren,MOUTAIN
14755,53.276586,-3.597138,Castell Cawr,MOUTAIN
14756,53.2783,-3.642476,Craig y Forwyn,MOUTAIN
14757,53.195148,-3.432278,Crest Mawr,MOUTAIN
14758,52.777204,-3.166529,Foel Hill,MOUTAIN
14759,52.836557,-4.08721,Clogwyn Arllef,MOUTAIN
14760,52.953184,-4.225383,Bryniau Ystumcegid,MOUTAIN
14761,52.607508,-3.857717,Foel-y-ffridd,MOUTAIN
14762,53.25985,-3.194613,Cefn,MOUTAIN
14763,53.271667,-3.628447,Pen-y-corddwyn-mawr,MOUTAIN
14764,52.807299,-4.642195,Mynydd Penarfynydd,MOUTAIN
14765,52.941473,-4.21216,Bryn Braich-y-saint,MOUTAIN
14766,53.086349,-3.035547,Windy Hill,MOUTAIN
14767,53.18469,-3.175537,Pen-y-garth,MOUTAIN
14768,53.168583,-3.099026,Prenbrigog,MOUTAIN
14769,53.165031,-4.170967,Pen Dinas,MOUTAIN
14770,52.568081,-4.057689,Foel Caethle,MOUTAIN
14771,52.944621,-3.971851,Garth-gwyn,MOUTAIN
14772,53.337931,-4.304315,Barclodiau,MOUTAIN
14773,52.737934,-3.91066,Bryn-y-gwin,MOUTAIN
14774,53.237603,-3.483302,Bryn Meiriadog,MOUTAIN
14775,53.208911,-3.151223,Coed Uchaf,MOUTAIN
14776,52.613797,-3.857983,Pen Gellygen Fach,MOUTAIN
14777,53.285219,-4.189734,Mynydd Llwydiarth,MOUTAIN
14778,52.841541,-4.059236,Pen Ty'n-ffynnon,MOUTAIN
14779,52.697183,-4.036155,Bryngwyn,MOUTAIN
14780,53.109936,-3.026374,Caer Estyn,MOUTAIN
14781,53.176828,-4.169468,Bryn Ty-mawr,MOUTAIN
14782,53.031326,-4.044169,Coed yr Odyn,MOUTAIN
14783,52.919802,-4.473433,Moelypenmaen,MOUTAIN
14784,52.904657,-4.048846,Cefn-trefor-fawr,MOUTAIN
14785,52.881395,-4.594709,Pen Tyn Llidiart,MOUTAIN
14786,53.388811,-4.342632,Parys Mountain,MOUTAIN
14787,52.632511,-3.750902,Pen-y-coed,MOUTAIN
14788,52.822575,-4.69214,Mynydd Ystum,MOUTAIN
14789,53.180798,-3.420472,Denbigh Castle,MOUTAIN
14790,53.27265,-3.852477,Bryn-mawr,MOUTAIN
14791,52.94288,-3.047578,Chirk Green Hill,MOUTAIN
14792,52.572526,-3.963965,Cefn-cynhafal,MOUTAIN
14793,357151,53.107038,Caergwrle Castle,MOUTAIN
14794,53.022311,-4.078754,Dinas Emrys,MOUTAIN
14795,53.276623,-3.784619,Coed Dolwyd,MOUTAIN
14796,52.948479,-4.113436,Pen y Garn,MOUTAIN
14797,52.628356,-4.115705,Foel Llanfendigaid,MOUTAIN
14798,53.310493,-3.804043,Coed Gaer,MOUTAIN
14799,53.326844,-4.272075,Sotherby Top,MOUTAIN
14800,53.318298,-3.787358,Mynydd Pant,MOUTAIN
14801,53.13886,-3.074722,Pen Pontblyddyn,MOUTAIN
14802,53.259632,-3.837884,Gorse Hill,MOUTAIN
14803,53.333197,-4.365627,Pen y Foel,MOUTAIN
14804,53.217914,-4.129677,Bangor Mountain,MOUTAIN
14805,53.314841,-4.421252,Bryn Carmel,MOUTAIN
14806,53.239041,-3.829985,Tan-y-bryn,MOUTAIN
14807,52.586329,-3.889297,Cefn,MOUTAIN
14808,52.720273,-4.000212,Pen Erw-goed,MOUTAIN
14809,52.895129,-4.066089,Clogwyn Gwyn,MOUTAIN
14810,53.297815,-3.829721,Degannwy Castle,MOUTAIN
14811,52.785038,-4.735975,Pen y Cil,MOUTAIN
14812,53.235306,-3.84484,Bryn Glyn Uchaf,MOUTAIN
14813,53.249409,-4.228049,Penmynydd,MOUTAIN
14814,53.307707,-3.809929,Bryn Maelgwyn,MOUTAIN
14815,52.907087,-4.401603,Clogwynbach,MOUTAIN
14816,53.207467,-4.160606,Bryn Ogwen [Penrhos Garnedd],MOUTAIN
14817,52.828676,-4.727108,Mynydd Carreg,MOUTAIN
14818,53.263351,-4.416009,Bryn-teg,MOUTAIN
14819,52.576581,-3.936105,Penmaendovey,MOUTAIN
14820,52.93789,-4.073871,Pen Ty-fry,MOUTAIN
14821,52.740682,-3.96263,Abergwynant Woods,MOUTAIN
14822,53.308422,-3.821967,Bryniau,MOUTAIN
14823,52.904231,-4.536588,Coed Mynydd-Meilian,MOUTAIN
14824,53.254768,-3.803197,Bryniau,MOUTAIN
14825,52.735045,-3.977189,Coed-y-garth,MOUTAIN
14826,53.425045,-4.41346,Graig Wen,MOUTAIN
14827,53.352221,-4.538878,Maes Maethlu,MOUTAIN
14828,53.241679,-4.348174,Cefncwmwd,MOUTAIN
14829,52.935764,-4.069661,Pen-y-bwlch,MOUTAIN
14830,52.824399,-4.52748,Pen-y-gaer,MOUTAIN
14831,52.918121,-4.101544,Penrhyn-isaf,MOUTAIN
14832,53.40112,-4.568915,Penbrynyreglwys,MOUTAIN
14833,52.890464,-4.107462,Ogof Foel,MOUTAIN
14834,53.312029,-4.214135,Moel Castell Mawr,MOUTAIN
14835,53.302161,-4.66112,Tre-wilmot,MOUTAIN
14836,52.920801,-4.051096,Y Garth,MOUTAIN
14837,52.743032,-3.983476,Farchynys,MOUTAIN
14838,52.934379,-4.045786,Bryn Dwyryd,MOUTAIN
14839,52.915527,-4.146041,Parc y Borth,MOUTAIN
14840,53.230465,-3.805171,Furnace Wood,MOUTAIN
14841,52.929259,-4.200765,Moel y Gadair,MOUTAIN
14842,53.427605,-4.422909,Dinas Gynfor,MOUTAIN
14843,53.426909,-4.434581,Moel Llanlleiana,MOUTAIN
14844,53.260252,-4.262874,Bron Alar,MOUTAIN
14845,53.246315,-4.60409,Hirfron,MOUTAIN
14846,53.317635,-4.027276,Puffin Island,MOUTAIN
14847,52.943645,-4.077421,Hir Ynys,MOUTAIN
14848,52.88163,-4.080457,Penmaen,MOUTAIN
14849,52.71226,-4.029988,Fegla Fawr,MOUTAIN
14850,52.976033,-4.080522,Bryn Twr,MOUTAIN
14851,52.917474,-4.193324,Carreg yr Eryr,MOUTAIN
14852,53.13688,-4.279692,Coed Helen,MOUTAIN
14853,52.971401,-4.091247,Ynys Fer-las,MOUTAIN
14854,52.958979,-4.086419,Ynys Fawr,MOUTAIN
14855,52.798368,-4.471222,St Tudwal's Island West,MOUTAIN
14856,53.306157,-4.699965,South Stack,MOUTAIN
14857,52.91299,-4.082319,Ynys Gifftan,MOUTAIN
14858,52.805721,-4.463552,St Tudwal's Island East,MOUTAIN
14859,52.207613,-3.220447,Bryn-y-maen,MOUTAIN
14860,52.498566,-3.881742,Bryn Mawr,MOUTAIN
14861,52.511161,-3.687129,Fedw-ddu,MOUTAIN
14862,52.35064,-3.523904,Cefn Lletyhywel,MOUTAIN
14863,52.203572,-3.826168,Esgair Ffrwd,MOUTAIN
14864,52.369956,-3.712408,Yr Allt,MOUTAIN
14865,52.37754,-3.261935,Tylcau Hill,MOUTAIN
14866,52.196961,-3.891762,Garn Fawr,MOUTAIN
14867,52.428173,-3.283177,Bryn Mawr,MOUTAIN
14868,52.402507,-3.262015,Ty'n-y-ddol Hill,MOUTAIN
14869,52.357587,-3.548689,Drysgol,MOUTAIN
14870,52.457458,-3.338985,Glog,MOUTAIN
14871,52.289923,-3.712501,Llethr Hir,MOUTAIN
14872,52.477294,-3.868009,Cerrig yr Hafan,MOUTAIN
14873,52.277204,-3.577283,Y Foel,MOUTAIN
14874,52.394514,-3.591252,Foel Gurig,MOUTAIN
14875,52.417108,-3.282062,Bryngydfa,MOUTAIN
14876,52.185778,-3.916157,Bryn Rhudd,MOUTAIN
14877,52.375997,-3.797867,Truman,MOUTAIN
14878,52.224901,-3.200424,Mynd,MOUTAIN
14879,52.517044,-3.923108,Foel Goch,MOUTAIN
14880,52.118353,-3.282177,Llanbedr Hill,MOUTAIN
14881,52.51564,-3.905921,Esgair Foel-ddu,MOUTAIN
14882,52.13401,-3.947542,Carn Fawr,MOUTAIN
14883,52.184505,-3.603184,Bryn,MOUTAIN
14884,52.103197,-3.670228,Banc y Ddinas,MOUTAIN
14885,52.369986,-3.610568,Esgair Dernol,MOUTAIN
14886,52.389019,-3.364172,Castle Bank,MOUTAIN
14887,52.245525,-3.749096,Pen y Tywi,MOUTAIN
14888,52.33989,-3.528107,Yr Wylorn,MOUTAIN
14889,52.461823,-3.673916,Gias,MOUTAIN
14890,52.238332,-3.753324,Pen y Tywi South Top,MOUTAIN
14891,52.490838,-3.870144,Bryn Gwyn,MOUTAIN
14892,52.17222,-3.864388,Esgair Llethr,MOUTAIN
14893,52.17576,-3.212649,Little Hill,MOUTAIN
14894,52.172187,-3.808814,Cefn Isaf,MOUTAIN
14895,51.953488,-4.81611,Cerrig Lladron [Foel Eryr],MOUTAIN
14896,52.157242,-3.663478,Cefn Waun-lwyd,MOUTAIN
14897,52.298177,-3.1981,Graig Hill,MOUTAIN
14898,52.236541,-3.205131,Crinfynydd,MOUTAIN
14899,52.201902,-3.561738,Wennallt,MOUTAIN
14900,52.381267,-3.354192,Moel Dod,MOUTAIN
14901,52.252326,-3.625597,Pen Garn-ddu,MOUTAIN
14902,52.125205,-3.268861,Llanbedr Hill NE Top,MOUTAIN
14903,52.487689,-3.85484,Bryniau Rhyddion,MOUTAIN
14904,52.323527,-3.389443,Llywy,MOUTAIN
14905,52.220736,-3.227211,The Van,MOUTAIN
14906,52.161668,-3.849326,Llethr Llwyd,MOUTAIN
14907,52.302968,-3.406905,Pen yr Onnen,MOUTAIN
14908,52.484932,-3.876271,Fynach Fawr,MOUTAIN
14909,52.1572,-3.789201,Pen Carn Saith-wraig,MOUTAIN
14910,52.160068,-3.94868,Crug,MOUTAIN
14911,52.446767,-3.725539,Y Drum,MOUTAIN
14912,52.395115,-3.560709,Foel Goch,MOUTAIN
14913,52.397471,-3.371914,Foel,MOUTAIN
14914,52.29051,-3.780415,Graig Felen,MOUTAIN
14915,52.175443,-3.887924,Llethr Mawr,MOUTAIN
14916,52.28387,-3.791936,Disgwilfa,MOUTAIN
14917,284838,52.454926,Bryn,MOUTAIN
14918,52.478942,-3.400224,Bryn Gwyn,MOUTAIN
14919,52.146417,-3.788769,Pen y Gurnos,MOUTAIN
14920,52.259361,-3.574262,Cnwch,MOUTAIN
14921,52.343892,-3.432617,Cefn-crin,MOUTAIN
14922,52.45568,-3.89341,Pen Craigypistyll,MOUTAIN
14923,52.151176,-3.647174,Crugwydd,MOUTAIN
14924,52.578093,-3.5032,Yr Allt,MOUTAIN
14925,52.428433,-3.623662,Cefn Hirbrysg,MOUTAIN
14926,52.176341,-3.830921,Cyrnau,MOUTAIN
14927,52.439178,-3.669159,Fuches,MOUTAIN
14928,52.631959,-3.677802,Moel Eiddew,MOUTAIN
14929,52.387308,-3.817872,Llechwedd Tyn-y-maes,MOUTAIN
14930,52.161019,-3.890238,Bryn Garreg-lwyd,MOUTAIN
14931,52.593776,-3.493942,Mynydd Pistyll-du,MOUTAIN
14932,52.643966,-3.575467,Panylau Gwynion,MOUTAIN
14933,52.482378,-3.844292,Cefn yr Esgair,MOUTAIN
14934,52.519684,-3.6292,Gamallt,MOUTAIN
14935,52.437028,-3.659044,Allt y Derw,MOUTAIN
14936,52.343421,-3.379791,Waun Gaseg,MOUTAIN
